Student_ID,Gender,Study_Hours,Attendance_Percent,Previous_Marks,Assignment_Score,Quiz_Score,Internal_Marks,Internet_Access,Extracurricular,Sleep_Hours,Final_Marks
1035,Female,8.7,91,90,95,88,28,No,Yes,7.3,90
1036,Female,9.1,93,93,97,90,30,Yes,Yes,7.4,91
1037,Male,8.9,99,90,99,99,29,Yes,Yes,7.5,92
1038,Male,9.0,100,90,87,92,28,Yes,No,6.8,86
1039,Female,10.0,99,82,99,98,30,Yes,No,6.8,91
1040,Female,9.3,90,83,98,92,27,Yes,No,7.7,90
1041,Female,8.9,97,90,99,98,30,Yes,No,7.2,86
1042,Female,9.7,94,95,92,93,29,Yes,Yes,6.6,89
1043,Male,9.8,91,84,89,92,29,Yes,Yes,7.5,86
1044,Male,9.1,96,81,91,98,29,Yes,No,7.9,82
1045,Female,8.6,96,93,92,100,27,Yes,No,6.9,91
1046,Male,9.4,97,84,85,97,30,Yes,Yes,7.3,83
1047,Female,9.7,92,81,93,97,28,Yes,Yes,6.8,88
1048,Female,8.6,96,88,87,100,26,Yes,Yes,7.6,82
1049,Female,9.6,100,81,85,92,27,Yes,Yes,7.8,84
1050,Female,9.1,93,94,93,96,27,Yes,Yes,7.4,84
1051,Female,9.2,94,92,97,91,26,Yes,Yes,7.4,86
1052,Female,9.7,99,83,86,96,30,Yes,No,7.1,90
1053,Male,8.0,96,95,88,98,28,Yes,Yes,7.5,90
1054,Male,9.2,98,95,99,98,30,Yes,Yes,6.9,88
1055,Male,8.5,97,92,95,85,29,Yes,Yes,7.8,85
1056,Male,8.7,99,88,85,91,26,Yes,No,6.9,89
1057,Female,9.4,100,95,99,85,26,Yes,Yes,6.9,90
1058,Male,8.9,98,91,98,95,28,Yes,Yes,7.6,87
1059,Female,9.4,95,83,90,91,27,Yes,Yes,7.6,87
1060,Female,8.6,95,85,94,85,30,Yes,Yes,6.7,83
1061,Male,9.3,97,83,85,94,29,Yes,No,7.2,88
1062,Male,9.9,97,83,87,97,29,Yes,No,6.6,84
1063,Male,8.2,93,83,98,92,30,Yes,Yes,7.1,90
1064,Female,8.6,99,81,88,91,27,Yes,Yes,6.9,82
1065,Male,8.3,96,94,100,94,26,Yes,No,6.8,87
1066,Female,9.8,100,86,98,88,30,Yes,Yes,6.8,86
1067,Male,8.1,94,89,99,88,29,Yes,Yes,7.5,89
1068,Female,8.9,99,81,98,95,30,Yes,Yes,6.9,84
1069,Female,10.0,100,88,86,90,29,Yes,No,7.3,92
1070,Female,9.3,97,82,100,96,29,No,Yes,7.0,85
1071,Male,8.6,96,81,99,87,28,Yes,Yes,6.9,83
1072,Female,9.3,98,94,98,86,27,Yes,No,7.3,91
1073,Female,8.5,92,89,99,100,26,Yes,Yes,6.5,85
1074,Male,9.1,91,87,88,99,26,Yes,Yes,7.5,84
1075,Male,9.0,94,93,100,100,27,Yes,No,7.2,85
1076,Female,9.7,94,93,95,93,26,Yes,Yes,6.9,88
1077,Female,9.1,95,90,97,99,28,Yes,Yes,7.8,87
1078,Male,8.1,97,92,97,89,29,Yes,Yes,7.9,85
1079,Female,8.2,97,80,89,98,27,Yes,Yes,6.6,86
1080,Female,9.3,95,92,95,100,30,Yes,Yes,6.6,85
1081,Male,10.0,91,93,88,88,29,Yes,Yes,6.7,89
1082,Female,8.6,95,93,89,92,30,Yes,Yes,7.1,86
1083,Female,9.2,93,95,89,92,29,Yes,No,7.5,91
1084,Male,9.8,100,85,87,99,28,Yes,Yes,8.0,88
1085,Female,9.7,93,92,100,88,27,Yes,Yes,7.1,89
1086,Female,8.0,100,92,93,85,30,Yes,Yes,7.8,83
1087,Female,9.6,93,91,92,91,30,Yes,No,6.9,86
1088,Male,8.6,97,81,96,89,26,Yes,Yes,7.9,87
1089,Female,9.6,95,88,90,93,29,Yes,Yes,8.0,88
1090,Female,9.9,92,87,97,96,26,Yes,Yes,7.7,82
1091,Female,8.7,100,88,97,96,26,Yes,Yes,7.5,90
1092,Male,9.8,93,82,99,94,29,Yes,Yes,6.7,84
1093,Male,8.2,93,84,97,99,28,Yes,No,7.5,89
1094,Male,9.7,99,93,93,86,28,Yes,Yes,6.8,91
1095,Female,10.0,95,91,86,97,28,Yes,Yes,6.8,85
1096,Female,9.3,99,80,86,95,27,Yes,Yes,8.0,85
1097,Male,9.2,93,90,89,85,28,Yes,No,7.8,85
1098,Male,8.2,90,84,85,96,27,Yes,Yes,7.4,81
1099,Male,9.5,98,83,87,100,29,Yes,Yes,7.7,85
1100,Male,9.5,100,89,99,85,26,Yes,Yes,8.0,89
1101,Female,9.4,97,82,87,95,30,Yes,Yes,6.7,85
1102,Female,8.8,99,89,99,98,26,Yes,Yes,7.7,83
1103,Male,8.8,97,92,98,88,28,Yes,Yes,7.1,87
1104,Male,8.1,91,82,98,88,28,Yes,Yes,7.7,82
1105,Female,8.7,100,93,86,94,30,Yes,Yes,7.0,85
1106,Male,8.4,91,91,96,88,28,Yes,Yes,7.4,90
1107,Female,8.1,94,89,95,96,26,Yes,Yes,6.8,83
1108,Female,8.2,98,86,97,98,29,Yes,Yes,7.0,89
1109,Female,9.8,92,85,86,87,28,Yes,No,7.2,90
1110,Male,8.5,98,83,96,98,26,Yes,No,6.9,90
1111,Female,10.0,90,80,91,94,27,Yes,No,7.7,87
1112,Female,9.0,96,85,89,97,30,Yes,No,7.6,89
1113,Male,8.9,97,82,95,98,30,Yes,Yes,7.1,91
1114,Female,9.9,92,94,96,87,29,Yes,No,7.8,88
1115,Female,8.8,94,90,92,95,27,Yes,Yes,6.6,84
1116,Male,8.7,100,84,92,88,27,Yes,No,6.9,84
1117,Male,8.4,100,95,99,99,30,Yes,Yes,7.5,89
1118,Female,8.9,100,89,93,86,28,Yes,Yes,7.3,88
1119,Male,8.7,94,82,87,97,29,Yes,No,7.4,83
1120,Female,8.6,97,84,86,99,26,Yes,Yes,7.7,87
1121,Male,8.1,97,94,90,96,28,Yes,Yes,7.9,89
1122,Male,9.6,100,90,87,95,26,Yes,No,7.3,89
1123,Female,8.7,99,84,96,94,29,Yes,Yes,6.7,84
1124,Female,9.6,100,82,98,96,26,Yes,Yes,7.0,85
1125,Male,8.4,92,84,87,94,26,Yes,No,7.3,81
1126,Female,9.2,92,85,90,90,29,Yes,Yes,6.6,89
1127,Male,9.5,97,87,92,94,29,Yes,Yes,7.9,87
1128,Female,8.9,94,92,98,90,27,Yes,Yes,7.7,84
1129,Female,9.7,98,83,88,94,26,Yes,Yes,7.6,86
1130,Female,9.7,91,87,99,96,26,Yes,No,7.1,89
1131,Female,8.7,90,90,88,95,27,Yes,Yes,6.7,87
1132,Male,9.5,97,94,85,87,26,Yes,Yes,6.9,84
1133,Female,8.5,91,81,92,98,30,Yes,Yes,7.2,84
1134,Female,9.3,99,87,89,94,29,Yes,Yes,6.5,89
1135,Female,9.3,91,91,87,85,29,Yes,No,7.8,83
1136,Female,9.5,95,82,96,92,26,Yes,Yes,7.7,87
1137,Male,9.6,92,94,100,90,27,Yes,Yes,6.6,91
1138,Male,9.6,90,90,94,97,30,Yes,Yes,7.2,84
1139,Male,9.7,95,88,88,96,29,Yes,No,7.8,92
1140,Male,9.0,97,91,93,87,29,Yes,No,6.6,86
1141,Female,8.7,94,89,99,98,27,No,Yes,7.5,88
1142,Male,9.2,96,88,86,87,29,Yes,Yes,7.0,86
1143,Male,8.1,91,87,96,96,29,Yes,Yes,7.9,82
1144,Male,8.7,91,84,96,97,28,Yes,No,7.5,86
1145,Female,9.0,96,83,93,93,29,Yes,Yes,6.8,88
1146,Male,9.7,97,85,99,87,28,Yes,No,7.5,84
1147,Female,9.4,100,85,96,92,26,Yes,No,8.0,84
1148,Male,8.7,99,91,99,89,30,Yes,No,7.8,84
1149,Female,9.1,96,82,89,95,26,Yes,Yes,7.2,88
1150,Male,9.5,92,93,86,88,30,Yes,Yes,6.7,86
1151,Male,8.7,98,89,87,93,27,Yes,Yes,7.5,86
1152,Female,9.0,92,84,90,95,30,Yes,Yes,6.6,83
1153,Male,9.3,99,93,85,100,30,Yes,No,6.9,89
1154,Male,8.6,91,81,90,99,29,Yes,No,7.2,85
1155,Male,9.7,95,91,97,89,28,No,No,7.3,85
1156,Female,8.5,93,84,88,86,28,Yes,Yes,7.9,89
1157,Male,9.6,99,90,91,90,29,Yes,Yes,8.0,92
1158,Male,8.0,96,94,92,91,30,Yes,No,7.0,83
1159,Female,8.6,90,83,98,89,28,Yes,Yes,7.6,89
1160,Female,9.1,93,91,94,87,29,Yes,Yes,7.3,87
1161,Male,8.8,95,91,89,91,30,Yes,Yes,7.3,84
1162,Male,9.6,98,94,89,89,28,Yes,Yes,7.9,89
1163,Male,9.2,98,95,94,100,26,Yes,Yes,7.1,84
1164,Female,9.2,94,87,86,100,27,Yes,Yes,7.3,89
1165,Female,8.1,91,86,85,99,28,Yes,Yes,7.1,89
1166,Male,9.7,90,84,91,95,29,Yes,No,7.3,89
1167,Male,9.1,100,88,100,91,27,Yes,Yes,6.9,88
1168,Male,9.5,93,95,95,100,28,Yes,Yes,7.3,88
1169,Male,9.8,96,91,89,94,26,Yes,Yes,6.9,83
1170,Male,9.5,93,86,93,93,27,Yes,No,6.7,86
1171,Male,9.3,90,83,98,95,29,Yes,Yes,6.7,85
1172,Male,8.8,97,95,91,94,28,Yes,Yes,6.9,83
1173,Male,9.1,90,85,98,90,26,Yes,Yes,8.0,88
1174,Female,9.8,90,89,88,95,28,Yes,Yes,7.2,92
1175,Male,8.5,91,90,90,99,28,Yes,Yes,7.6,82
1176,Female,8.4,100,92,98,95,26,Yes,No,7.1,83
1177,Male,8.6,93,80,93,97,27,Yes,No,7.2,86
1178,Female,8.5,95,87,86,88,29,Yes,Yes,7.0,89
1179,Female,8.7,93,87,89,100,27,Yes,Yes,7.2,88
1180,Female,9.5,100,86,92,87,30,Yes,No,7.2,90
1181,Male,8.1,98,86,89,90,28,Yes,Yes,7.8,90
1182,Male,8.2,98,94,86,99,27,Yes,No,7.3,90
1183,Male,9.4,96,88,85,91,30,Yes,Yes,6.6,91
1184,Female,9.9,91,95,86,94,29,Yes,No,6.8,86
1185,Female,8.9,96,92,87,89,28,Yes,No,6.7,89
1186,Male,9.7,90,89,99,98,30,Yes,No,7.1,88
1187,Male,8.6,91,81,98,85,27,Yes,No,6.8,83
1188,Male,8.5,90,92,99,92,30,Yes,Yes,6.8,83
1189,Male,8.5,99,90,95,92,28,Yes,No,7.8,86
1190,Female,9.1,99,85,98,100,26,Yes,Yes,8.0,89
1191,Male,8.3,96,85,100,92,27,Yes,Yes,7.0,84
1192,Female,9.9,98,84,97,92,28,Yes,No,6.8,84
1193,Female,9.1,93,81,93,97,30,Yes,No,7.4,84
1194,Male,9.0,95,89,85,91,27,Yes,No,7.9,83
1195,Male,8.8,93,90,94,97,29,Yes,Yes,7.3,89
1196,Female,8.9,97,90,91,96,28,Yes,No,7.1,87
1197,Female,8.6,93,90,92,97,30,Yes,No,7.8,92
1198,Female,9.9,100,95,99,90,28,Yes,Yes,6.8,93
1199,Male,9.0,91,81,85,98,27,Yes,Yes,7.8,85
1200,Male,8.4,97,91,86,100,29,Yes,Yes,6.5,90
1201,Male,9.1,94,80,98,90,26,Yes,Yes,7.9,83
1202,Male,9.6,94,92,87,96,29,Yes,No,7.2,87
1203,Male,9.3,100,81,87,97,29,Yes,No,7.1,92
1204,Male,8.2,96,90,88,86,27,Yes,No,6.8,90
1205,Female,9.4,94,81,90,95,26,Yes,No,7.9,84
1206,Female,8.3,93,92,95,97,27,Yes,Yes,7.7,83
1207,Male,8.5,91,90,97,95,26,Yes,No,7.5,89
1208,Female,8.9,100,92,87,94,27,Yes,Yes,7.6,83
1209,Female,9.5,95,91,88,87,26,Yes,No,7.9,90
1210,Female,8.3,92,93,99,98,26,Yes,Yes,6.5,88
1211,Male,9.7,90,89,98,97,26,Yes,No,7.6,86
1212,Male,8.3,94,88,100,89,26,Yes,Yes,6.8,86
1213,Female,8.7,93,95,91,99,26,Yes,Yes,6.7,82
1214,Female,9.6,95,94,95,98,30,Yes,No,6.7,90
1215,Male,9.9,95,89,100,92,28,Yes,Yes,7.1,90
1216,Female,9.2,98,85,85,99,27,Yes,Yes,7.2,87
1217,Male,9.3,92,89,92,93,27,Yes,Yes,7.6,89
1218,Male,9.2,98,93,86,96,30,Yes,No,7.4,85
1219,Male,8.3,99,81,97,95,29,Yes,Yes,6.7,84
1220,Female,8.9,96,94,89,96,26,Yes,Yes,7.2,87
1221,Female,8.2,92,91,94,95,29,Yes,Yes,7.7,91
1222,Female,9.4,97,90,87,94,26,Yes,Yes,7.7,84
1223,Male,9.4,92,87,90,90,28,Yes,Yes,7.3,91
1224,Male,8.4,100,93,97,85,30,Yes,Yes,7.8,91
1225,Male,8.4,91,83,90,96,28,Yes,Yes,6.8,83
1226,Female,9.1,100,90,97,97,30,Yes,Yes,6.7,90
1227,Female,9.8,99,82,89,95,26,Yes,Yes,6.9,84
1228,Male,9.0,96,84,97,98,27,Yes,No,7.2,85
1229,Female,8.4,97,81,96,85,29,Yes,Yes,6.7,89
1230,Female,8.8,97,95,90,87,30,Yes,Yes,6.5,87
1231,Female,9.1,92,94,100,88,30,Yes,No,6.7,90
1232,Male,9.1,96,83,92,94,26,Yes,Yes,7.2,88
1233,Male,9.6,93,86,96,98,27,Yes,No,7.4,86
1234,Male,9.1,99,85,95,94,28,Yes,Yes,7.4,84
1235,Male,9.8,94,84,89,92,27,Yes,Yes,7.6,86
1236,Female,9.3,96,94,87,87,29,Yes,Yes,7.3,88
1237,Female,8.7,90,82,99,96,26,Yes,No,7.7,88
1238,Male,9.0,95,89,95,89,30,Yes,No,7.8,89
1239,Male,8.0,92,94,99,85,29,Yes,Yes,6.8,84
1240,Female,8.2,95,88,87,96,27,Yes,Yes,6.6,86
1241,Male,9.4,90,86,100,87,27,Yes,No,7.4,90
1242,Male,9.6,96,84,100,87,27,Yes,Yes,7.1,84
1243,Male,8.3,92,84,87,85,30,Yes,Yes,7.5,90
1244,Female,9.8,99,94,91,87,26,Yes,No,6.7,84
1245,Female,8.6,92,87,93,87,27,Yes,No,7.3,87
1246,Male,8.4,99,86,97,94,26,Yes,Yes,7.7,85
1247,Female,9.0,99,82,85,96,28,Yes,No,6.7,90
1248,Male,9.5,91,80,87,85,28,Yes,No,6.8,82
1249,Female,8.8,96,82,89,93,26,Yes,Yes,7.0,84
1250,Male,9.2,100,82,94,98,27,Yes,Yes,6.6,83
1251,Female,8.6,100,85,88,85,27,Yes,Yes,7.6,84
1252,Female,8.3,92,88,88,85,28,Yes,No,7.7,86
1253,Male,9.0,98,91,86,100,30,Yes,No,6.8,86
1254,Female,8.5,98,80,86,85,27,Yes,Yes,6.6,87
1255,Female,9.9,90,93,92,95,27,Yes,No,7.1,89
1256,Female,8.2,100,81,90,92,30,Yes,Yes,8.0,89
1257,Male,9.5,94,90,87,99,26,Yes,Yes,7.1,87
1258,Female,8.9,99,95,91,92,27,Yes,Yes,6.5,90
1259,Male,9.3,90,90,85,97,28,Yes,Yes,6.7,86
1260,Female,9.9,92,88,87,86,27,Yes,No,7.8,90
1261,Male,9.2,98,84,97,87,30,Yes,Yes,7.4,91
1262,Male,9.7,96,90,95,99,28,No,No,6.9,87
1263,Male,8.3,92,94,99,95,29,Yes,Yes,6.7,89
1264,Female,8.5,91,82,90,94,30,Yes,Yes,6.6,88
1265,Male,9.9,96,81,94,93,27,Yes,No,6.5,89
1266,Female,8.2,91,84,88,85,26,Yes,Yes,7.7,84
1267,Male,8.7,100,82,93,87,26,Yes,Yes,8.0,84
1268,Male,9.8,95,83,86,99,26,Yes,Yes,6.8,90
1269,Female,9.4,92,91,91,90,28,Yes,No,6.9,85
1270,Male,9.3,97,93,100,86,26,Yes,Yes,6.9,84
1271,Female,9.3,98,80,97,96,29,Yes,Yes,7.3,92
1272,Male,8.8,92,80,95,92,26,Yes,Yes,7.8,85
1273,Female,9.1,99,87,90,88,27,Yes,Yes,7.5,87
1274,Female,9.2,96,91,90,90,27,Yes,No,7.4,89
1275,Female,9.9,99,84,91,100,30,Yes,Yes,7.0,93
1276,Female,9.2,90,95,85,95,30,Yes,Yes,6.8,86
1277,Female,8.1,92,84,88,96,26,Yes,Yes,7.1,87
1278,Female,8.3,92,93,100,95,27,Yes,Yes,7.6,88
1279,Female,8.8,94,84,90,85,30,Yes,No,7.1,83
1280,Female,9.3,91,95,89,95,26,Yes,Yes,6.9,88
1281,Male,9.6,100,90,99,85,28,Yes,No,6.8,84
1282,Female,9.4,90,92,99,98,27,Yes,Yes,7.8,91
1283,Male,8.2,97,87,90,99,26,Yes,Yes,7.7,81
1284,Female,9.9,91,90,90,97,27,Yes,No,7.6,84
1285,Female,9.4,96,85,98,90,26,Yes,Yes,6.7,85
1286,Male,9.3,94,87,88,86,29,Yes,No,7.4,92
1287,Female,8.9,94,95,91,88,26,Yes,No,6.8,87
1288,Female,8.6,96,95,100,93,26,Yes,Yes,7.5,89
1289,Male,8.7,97,81,93,99,29,Yes,Yes,6.9,87
1290,Male,8.2,95,93,92,86,29,Yes,No,7.7,90
1291,Male,9.0,91,92,86,89,26,Yes,Yes,7.9,90
1292,Female,9.9,93,84,86,98,26,Yes,Yes,8.0,90
1293,Male,9.7,94,90,87,87,29,Yes,Yes,7.3,89
1294,Male,9.6,99,93,88,98,27,Yes,Yes,6.7,85
1295,Male,9.6,98,91,98,93,29,Yes,No,7.5,92
1296,Female,8.3,99,92,86,97,28,Yes,Yes,7.5,83
1297,Female,8.0,94,89,93,100,26,Yes,Yes,8.0,85
1298,Male,9.5,95,88,98,87,27,Yes,Yes,7.2,90
1299,Female,9.6,98,85,87,94,30,Yes,Yes,7.1,83
1300,Female,9.7,93,81,99,86,28,Yes,Yes,7.6,87
1301,Male,9.3,91,80,92,96,29,Yes,No,7.4,85
1302,Female,8.7,94,82,94,85,29,Yes,Yes,6.6,85
1303,Female,8.5,96,80,85,100,27,Yes,No,7.5,81
1304,Male,9.4,100,88,98,97,28,Yes,No,7.2,86
1305,Female,9.2,90,91,94,94,26,Yes,Yes,7.2,88
1306,Female,8.5,100,89,91,89,30,No,Yes,7.6,83
1307,Male,9.4,100,95,94,93,29,Yes,Yes,7.1,84
1308,Male,9.4,100,95,96,94,27,Yes,Yes,7.8,86
1309,Female,9.5,98,85,95,87,27,Yes,No,7.0,87
1310,Female,8.7,99,89,99,88,29,Yes,No,6.6,84
1311,Female,9.7,96,89,98,86,27,Yes,Yes,6.7,86
1312,Male,8.3,92,82,100,95,27,Yes,No,7.0,82
1313,Male,9.5,92,85,100,87,27,Yes,No,7.4,90
1314,Female,8.8,90,86,96,85,28,No,No,7.6,85
1315,Male,8.5,95,89,89,88,29,Yes,Yes,7.3,87
1316,Female,8.6,94,94,95,98,27,Yes,Yes,7.0,91
1317,Female,9.9,96,80,92,92,27,Yes,Yes,6.8,82
1318,Male,8.8,100,88,86,86,26,Yes,No,7.5,81
1319,Male,8.9,91,88,100,89,27,Yes,Yes,7.5,82
1320,Female,9.3,94,84,98,88,30,Yes,Yes,7.6,85
1321,Female,9.0,99,86,93,91,28,Yes,Yes,7.6,88
1322,Male,9.8,97,90,92,85,26,Yes,Yes,7.5,84
1323,Female,9.6,91,83,93,92,29,Yes,Yes,8.0,88
1324,Female,9.6,90,89,96,95,29,Yes,No,7.6,85
1325,Male,9.3,92,90,96,99,30,Yes,Yes,6.9,85
1326,Male,8.2,96,94,93,97,29,Yes,Yes,7.7,85
1327,Male,10.0,92,83,98,100,30,Yes,Yes,7.5,87
1328,Female,9.7,92,95,100,88,29,Yes,Yes,7.2,85
1329,Female,9.4,100,87,95,88,29,Yes,Yes,7.5,87
1330,Female,8.3,98,81,85,90,30,Yes,Yes,7.8,91
1331,Male,8.6,95,88,86,92,30,Yes,Yes,7.5,90
1332,Female,9.6,97,82,100,99,28,Yes,Yes,6.7,92
1333,Male,8.1,98,80,87,94,30,Yes,Yes,7.3,90
1334,Female,9.6,97,90,100,96,29,Yes,Yes,6.7,88
1335,Male,9.1,95,83,86,90,29,Yes,No,6.7,90
1336,Female,8.4,96,86,99,91,28,Yes,No,6.7,90
1337,Male,9.5,97,94,89,100,26,Yes,Yes,7.3,83
1338,Female,9.8,92,85,89,88,29,Yes,Yes,7.5,89
1339,Female,8.5,95,89,99,89,27,Yes,No,7.1,87
1340,Male,8.4,99,89,96,89,27,Yes,Yes,7.3,88
1341,Male,9.2,100,93,94,98,26,Yes,No,7.3,82
1342,Female,8.4,92,89,93,89,26,Yes,No,7.5,86
1343,Female,8.7,97,83,92,97,27,Yes,Yes,7.3,87
1344,Male,8.8,100,90,86,85,28,Yes,Yes,6.8,90
1345,Male,9.5,98,86,91,94,29,Yes,No,6.8,84
1346,Male,8.8,96,88,93,89,27,Yes,Yes,7.4,86
1347,Male,8.1,95,81,94,100,30,Yes,Yes,7.3,83
1348,Male,9.0,98,85,98,97,26,Yes,Yes,7.0,85
1349,Female,8.4,99,95,85,88,28,Yes,Yes,7.2,86
1350,Male,8.8,91,92,93,94,26,Yes,No,7.9,88
1351,Female,9.8,93,90,87,88,27,Yes,No,8.0,82
1352,Male,9.7,96,83,91,98,26,Yes,No,7.6,84
1353,Male,8.1,91,81,90,93,30,Yes,Yes,6.6,86
1354,Male,9.3,96,90,85,97,26,Yes,Yes,7.3,83
1355,Male,8.7,98,83,94,94,30,Yes,Yes,6.6,91
1356,Female,8.9,98,87,89,97,30,Yes,Yes,6.9,85
1357,Female,9.9,90,84,88,86,26,Yes,Yes,7.4,89
1358,Male,8.4,100,84,90,90,27,Yes,No,7.4,86
1359,Male,9.7,98,94,87,94,26,Yes,No,6.9,86
1360,Female,8.3,100,87,88,94,30,Yes,Yes,6.6,86
1361,Female,9.2,94,84,96,95,29,Yes,Yes,6.8,89
1362,Male,8.6,95,84,95,100,29,Yes,Yes,7.2,88
1363,Male,9.3,91,88,89,91,28,Yes,Yes,7.6,83
1364,Male,9.6,99,92,91,86,30,Yes,No,6.9,93
1365,Male,9.8,99,89,89,99,30,Yes,Yes,7.3,91
1366,Female,9.7,99,85,89,99,27,Yes,No,6.8,85
1367,Female,8.4,97,87,87,93,28,Yes,Yes,6.9,85
1368,Male,9.8,90,90,88,93,28,Yes,Yes,7.4,86
1369,Female,9.2,91,88,97,92,30,Yes,No,7.1,90
1370,Female,9.0,92,94,90,92,26,Yes,Yes,7.3,86
1371,Male,8.7,91,87,98,95,26,Yes,Yes,7.2,90
1372,Female,9.3,96,80,92,86,27,Yes,Yes,7.4,84
1373,Female,9.8,92,81,90,93,27,Yes,Yes,7.3,89
1374,Female,9.9,93,94,100,100,27,Yes,No,6.8,91
1375,Female,9.2,98,88,90,95,29,Yes,Yes,7.4,84
1376,Male,8.2,93,93,89,88,27,Yes,No,7.2,82
1377,Male,9.8,98,80,98,98,28,Yes,Yes,7.8,90
1378,Male,9.6,96,91,88,98,27,Yes,Yes,6.9,87
1379,Male,8.5,90,80,88,85,29,Yes,No,7.5,87
1380,Female,8.9,99,88,93,98,30,Yes,Yes,7.0,88
1381,Female,9.1,98,95,90,96,30,Yes,Yes,7.3,88
1382,Female,9.5,100,83,92,99,27,Yes,Yes,6.7,89
1383,Male,8.3,100,80,87,89,29,Yes,Yes,7.9,89
1384,Female,8.7,99,81,97,97,30,Yes,Yes,7.5,88
1385,Female,9.3,97,80,91,94,27,Yes,No,6.6,86
1386,Male,8.5,90,85,87,93,29,Yes,Yes,7.0,89
1387,Female,9.5,91,82,94,96,28,Yes,Yes,7.9,87
1388,Male,8.9,96,80,93,90,29,Yes,No,7.3,83
1389,Female,9.6,94,88,99,97,30,Yes,Yes,7.2,88
1390,Female,9.4,99,80,100,88,28,Yes,No,6.6,86
1391,Male,9.9,98,80,93,92,28,No,Yes,6.6,89
1392,Female,9.0,95,86,93,90,27,Yes,Yes,7.2,85
1393,Male,8.4,93,87,96,89,26,Yes,No,6.7,82
1394,Female,9.7,95,90,100,93,29,Yes,Yes,6.8,88
1395,Male,8.1,96,95,86,96,29,Yes,No,7.8,85
1396,Female,8.6,90,80,91,97,30,Yes,Yes,6.7,89
1397,Female,8.5,97,90,96,90,29,Yes,Yes,7.1,90
1398,Male,8.6,92,84,92,88,28,Yes,Yes,7.7,89
1399,Female,8.9,90,85,98,100,27,Yes,Yes,8.0,88
1400,Female,8.8,92,81,91,93,29,Yes,No,7.8,84
1401,Female,8.7,98,88,96,85,29,Yes,Yes,6.7,86
1402,Female,8.7,100,95,99,87,29,Yes,No,7.4,91
1403,Female,8.8,99,92,87,87,27,Yes,No,7.0,88
1404,Male,9.2,96,88,99,96,30,Yes,Yes,7.3,92
1405,Female,8.3,93,88,87,91,27,Yes,Yes,7.1,83
1406,Male,9.1,90,92,87,88,28,Yes,No,7.4,83
1407,Female,9.5,97,84,89,90,26,Yes,No,6.6,88
1408,Female,9.9,98,88,99,89,30,Yes,Yes,6.8,92
1409,Male,9.8,97,87,87,99,28,Yes,Yes,7.0,88
1410,Male,9.0,92,91,94,100,30,Yes,Yes,6.5,92
1411,Female,9.6,99,87,85,96,27,Yes,No,7.1,90
1412,Female,9.7,93,88,87,98,27,Yes,Yes,7.3,87
1413,Female,8.8,91,85,89,94,26,Yes,No,7.5,89
1414,Male,8.4,90,84,86,85,27,Yes,Yes,8.0,86
1415,Female,9.5,93,82,89,85,29,Yes,Yes,6.8,90
