Student_ID,Gender,Study_Hours,Attendance_Percent,Previous_Marks,Assignment_Score,Quiz_Score,Internal_Marks,Internet_Access,Extracurricular,Sleep_Hours,Final_Marks
1088,Male,9.9,93,59,89,84,24,Yes,Yes,5.3,78
1089,Female,1.6,76,72,77,84,21,Yes,Yes,7.1,67
1090,Female,5.0,83,76,77,79,17,Yes,Yes,6.0,71
1091,Female,5.9,100,81,77,56,25,Yes,Yes,6.6,76
1092,Male,8.3,80,78,66,46,24,Yes,Yes,4.2,72
1093,Male,8.0,61,36,72,70,24,Yes,No,6.2,60
1094,Male,6.1,82,87,55,82,19,Yes,Yes,6.3,71
1095,Female,9.3,84,57,75,80,20,Yes,Yes,6.4,70
1096,Female,2.9,89,80,53,78,23,Yes,Yes,6.2,65
1097,Male,3.2,86,72,74,97,21,Yes,No,7.1,73
1098,Male,4.5,68,79,86,44,22,Yes,Yes,6.5,69
1099,Male,9.9,89,53,53,70,20,Yes,Yes,7.3,67
1100,Male,9.3,73,66,42,84,18,Yes,Yes,6.8,67
1101,Female,6.8,83,73,55,54,29,Yes,Yes,5.6,66
1102,Female,6.1,88,78,78,45,26,Yes,Yes,5.9,71
1103,Male,6.4,84,77,65,59,11,Yes,Yes,6.7,63
1104,Male,2.9,50,38,60,60,16,Yes,Yes,7.8,47
1105,Female,8.0,83,31,82,30,18,Yes,Yes,6.4,54
1106,Male,8.8,69,47,61,90,23,Yes,Yes,7.3,70
1107,Female,6.7,82,93,87,50,25,Yes,Yes,6.5,84
1108,Female,7.5,86,33,57,83,21,Yes,Yes,6.8,62
1109,Female,2.4,83,55,72,50,24,Yes,No,5.0,60
1110,Male,7.0,59,89,47,95,25,Yes,No,6.2,76
1111,Female,7.5,82,93,66,36,21,Yes,No,5.7,65
1112,Female,6.8,81,68,74,62,26,Yes,No,6.9,72
1113,Male,5.7,71,94,79,62,21,Yes,Yes,4.8,73
1114,Female,8.6,86,64,54,52,24,Yes,No,6.4,75
1115,Female,6.3,77,50,56,60,13,Yes,Yes,6.1,54
1116,Male,5.3,69,71,49,70,10,Yes,No,6.6,59
1117,Male,6.5,92,71,77,95,25,Yes,Yes,7.0,79
1118,Female,7.9,71,73,90,63,29,Yes,Yes,6.0,74
1119,Male,9.4,84,73,64,61,13,Yes,No,4.3,68
1120,Female,7.4,64,54,97,93,17,Yes,Yes,6.7,72
1121,Male,7.0,81,71,72,83,19,Yes,Yes,6.3,74
1122,Male,6.6,63,82,78,83,15,Yes,No,6.7,69
1123,Female,1.9,93,44,46,76,26,Yes,Yes,6.7,63
1124,Female,8.4,65,84,46,84,26,Yes,Yes,6.2,71
1125,Male,7.1,74,75,73,56,30,Yes,No,6.9,77
1126,Female,2.5,70,61,40,54,18,Yes,Yes,6.8,60
1127,Male,6.1,65,66,71,85,21,Yes,Yes,6.9,67
1128,Female,1.9,91,77,69,83,18,Yes,Yes,4.2,64
1129,Female,4.3,60,71,87,69,12,Yes,Yes,6.9,63
1130,Female,3.1,79,76,88,53,24,Yes,No,7.5,69
1131,Female,1.4,83,79,68,76,14,Yes,Yes,7.0,59
1132,Male,4.5,96,82,58,38,18,Yes,Yes,7.7,66
1133,Female,7.9,92,43,80,80,21,Yes,Yes,6.6,65
1134,Female,6.9,92,81,55,91,26,Yes,Yes,6.7,80
1135,Female,5.5,90,60,87,36,17,Yes,No,7.6,60
1136,Female,4.1,73,44,87,82,26,Yes,Yes,5.0,70
1137,Male,1.4,63,76,63,77,16,Yes,Yes,5.4,58
1138,Male,4.9,90,68,57,82,22,Yes,Yes,6.9,68
1139,Male,7.3,85,91,42,63,28,Yes,No,7.1,79
1140,Male,9.5,86,80,53,99,26,Yes,No,5.6,77
1141,Female,4.9,80,85,93,85,28,No,Yes,6.2,83
1142,Male,5.3,61,71,92,53,27,Yes,Yes,6.8,75
1143,Male,1.4,73,64,93,65,21,Yes,Yes,5.3,58
1144,Male,3.7,69,71,72,30,26,Yes,No,5.8,63
1145,Female,1.6,85,87,69,66,12,Yes,Yes,6.5,64
1146,Male,5.6,86,82,60,81,17,Yes,No,4.7,71
1147,Female,5.0,70,62,80,90,20,Yes,No,7.8,66
1148,Male,5.5,82,80,42,53,22,Yes,No,6.4,61
1149,Female,3.2,89,69,99,70,15,Yes,Yes,7.3,70
1150,Male,6.8,54,88,78,37,25,Yes,Yes,6.1,72
1151,Male,8.0,68,37,60,75,25,Yes,Yes,4.6,62
1152,Female,4.5,65,78,40,73,17,Yes,Yes,5.9,62
1153,Male,2.4,65,49,93,81,22,Yes,No,6.0,61
1154,Male,1.8,84,78,85,98,23,Yes,No,4.7,74
1155,Male,7.5,71,62,86,52,22,No,No,6.5,69
1156,Female,8.7,72,66,65,48,18,Yes,Yes,6.1,62
1157,Male,4.9,95,75,63,53,24,Yes,Yes,6.5,75
1158,Male,5.8,66,71,73,72,23,Yes,No,6.3,71
1159,Female,4.7,85,53,68,52,16,Yes,Yes,6.8,54
1160,Female,9.0,66,35,80,93,24,Yes,Yes,5.5,69
1161,Male,7.3,69,74,62,70,27,Yes,Yes,5.6,69
1162,Male,5.6,87,31,45,55,25,Yes,Yes,6.2,57
1163,Male,6.3,87,76,40,94,16,Yes,Yes,6.7,72
1164,Female,7.9,61,54,63,54,27,Yes,Yes,6.4,63
1165,Female,9.0,72,57,85,57,24,Yes,Yes,6.7,73
1166,Male,3.1,73,52,56,58,22,Yes,No,6.9,59
1167,Male,7.7,89,46,59,87,23,Yes,Yes,7.5,71
1168,Male,6.6,96,84,54,65,23,Yes,Yes,7.4,80
1169,Male,5.1,68,56,80,76,17,Yes,Yes,7.5,63
1170,Male,6.9,73,63,67,44,18,Yes,No,6.3,59
1171,Male,4.8,60,77,85,84,22,Yes,Yes,7.6,71
1172,Male,6.2,61,83,79,84,16,Yes,Yes,6.1,69
1173,Male,6.9,96,30,88,76,26,Yes,Yes,7.3,68
1174,Female,4.7,89,31,42,55,22,Yes,Yes,7.3,54
1175,Male,9.4,96,56,63,49,22,Yes,Yes,5.1,67
1176,Female,5.1,67,52,70,77,24,Yes,No,6.9,68
1177,Male,4.9,83,81,84,36,12,Yes,No,6.6,63
1178,Female,5.4,52,57,76,70,22,Yes,Yes,6.4,68
1179,Female,9.3,66,51,86,76,21,Yes,Yes,7.7,70
1180,Female,6.3,100,71,81,69,21,Yes,No,5.6,81
1181,Male,2.3,76,76,58,65,17,Yes,Yes,5.8,63
1182,Male,4.4,75,35,87,43,16,Yes,No,6.7,50
1183,Male,6.6,79,54,67,67,25,Yes,Yes,7.7,65
1184,Female,9.4,89,63,87,51,17,Yes,No,7.9,72
1185,Female,5.5,89,89,97,72,17,Yes,No,5.0,75
1186,Male,3.7,86,40,58,48,11,Yes,No,6.1,50
1187,Male,3.7,89,64,100,35,18,Yes,No,4.4,63
1188,Male,3.5,94,70,55,66,12,Yes,Yes,6.9,60
1189,Male,9.6,82,82,93,50,22,Yes,No,6.1,75
1190,Female,6.2,65,46,75,83,17,Yes,Yes,6.1,57
1191,Male,10.0,53,38,83,47,26,Yes,Yes,6.5,62
1192,Female,3.9,87,61,43,75,27,Yes,No,5.3,67
1193,Female,5.3,88,49,73,63,27,Yes,No,6.8,67
1194,Male,2.0,80,56,76,85,22,Yes,No,6.6,61
1195,Male,6.7,89,86,78,82,26,Yes,Yes,8.0,83
1196,Female,7.3,90,73,69,57,16,Yes,No,7.1,69
1197,Female,7.4,81,74,77,65,16,Yes,No,6.6,67
1198,Female,5.1,50,92,67,94,29,Yes,Yes,7.6,81
1199,Male,5.7,86,78,67,72,16,Yes,Yes,6.9,69
1200,Male,1.1,82,40,74,59,22,Yes,Yes,7.2,52
1201,Male,4.6,80,82,42,58,30,Yes,Yes,4.0,69
1202,Male,8.0,51,45,99,95,21,Yes,No,5.3,70
1203,Male,5.0,82,51,74,72,23,Yes,No,7.9,70
1204,Male,2.3,90,89,51,51,21,Yes,No,6.3,69
1205,Female,5.2,90,93,81,75,24,Yes,No,6.7,76
1206,Female,6.4,66,80,60,71,23,Yes,Yes,4.5,66
1207,Male,7.8,100,78,86,87,17,Yes,No,6.3,79
1208,Female,5.1,57,80,83,45,26,Yes,Yes,7.0,72
1209,Female,5.3,82,68,65,89,24,Yes,No,6.5,74
1210,Female,6.8,72,82,72,67,19,Yes,Yes,6.3,83
1211,Male,3.8,94,79,86,70,23,Yes,No,7.6,77
1212,Male,7.4,75,50,72,62,24,Yes,Yes,6.6,69
1213,Female,4.4,59,87,53,73,23,Yes,Yes,7.9,73
1214,Female,6.7,80,69,84,43,20,Yes,No,4.6,67
1215,Male,3.4,87,31,98,34,26,Yes,Yes,5.3,56
1216,Female,6.2,87,73,88,86,26,Yes,Yes,7.7,83
1217,Male,2.0,73,36,44,88,12,Yes,Yes,7.4,47
1218,Male,8.7,77,88,75,58,29,Yes,No,7.8,81
1219,Male,5.3,87,80,80,100,25,Yes,Yes,5.7,78
1220,Female,7.9,71,64,98,55,22,Yes,Yes,4.8,70
1221,Female,6.9,90,82,67,82,22,Yes,Yes,7.7,85
1222,Female,9.2,93,68,76,96,11,Yes,Yes,7.0,67
1223,Male,2.1,81,91,87,81,16,Yes,Yes,7.1,75
1224,Male,5.1,100,49,70,42,12,Yes,Yes,5.7,49
1225,Male,7.2,100,84,58,69,21,Yes,Yes,6.9,74
1226,Female,5.0,85,82,63,97,28,Yes,Yes,7.1,83
1227,Female,7.5,97,86,71,74,28,Yes,Yes,6.4,82
1228,Male,7.8,83,74,52,73,23,Yes,No,6.7,69
1229,Female,9.5,85,77,58,58,18,Yes,Yes,5.7,67
1230,Female,6.2,56,51,96,54,13,Yes,Yes,7.8,62
1231,Female,9.9,97,74,78,46,22,Yes,No,6.1,72
1232,Male,4.0,95,51,56,37,17,Yes,Yes,7.2,55
1233,Male,7.8,83,82,72,70,25,Yes,No,7.9,79
1234,Male,1.3,95,53,95,83,21,Yes,Yes,5.1,63
1235,Male,9.1,94,87,82,70,21,Yes,Yes,6.2,87
1236,Female,5.9,90,58,66,83,20,Yes,Yes,6.0,69
1237,Female,4.5,78,78,86,77,18,Yes,No,7.8,67
1238,Male,9.8,76,83,78,86,26,Yes,No,6.7,84
1239,Male,3.9,87,82,70,78,21,Yes,Yes,7.7,71
1240,Female,1.7,79,80,53,35,20,Yes,Yes,6.2,61
1241,Male,6.8,88,49,58,75,20,Yes,No,7.7,62
1242,Male,8.2,80,67,64,97,22,Yes,Yes,7.0,75
1243,Male,4.0,83,62,40,97,26,Yes,Yes,6.8,69
1244,Female,3.2,80,79,73,76,22,Yes,No,5.8,73
1245,Female,6.2,96,80,85,84,14,Yes,No,6.3,70
1246,Male,7.9,73,60,55,76,26,Yes,Yes,6.5,69
1247,Female,6.6,92,77,73,83,28,Yes,No,5.9,78
1248,Male,7.0,89,80,43,63,26,Yes,No,7.7,71
1249,Female,7.7,89,80,45,84,22,Yes,Yes,6.0,79
1250,Male,1.1,74,69,54,95,19,Yes,Yes,5.8,64
1251,Female,2.5,93,44,48,50,22,Yes,Yes,6.4,50
1252,Female,4.4,98,74,72,87,16,Yes,No,6.4,73
1253,Male,6.5,73,58,65,33,19,Yes,No,6.0,64
1254,Female,7.2,95,81,52,80,27,Yes,Yes,5.7,80
1255,Female,6.6,50,65,43,84,16,Yes,No,5.7,55
1256,Female,7.6,58,55,62,69,22,Yes,Yes,7.6,64
1257,Male,4.4,62,59,88,76,25,Yes,Yes,5.7,72
1258,Female,7.7,69,79,61,88,30,Yes,Yes,5.0,76
1259,Male,8.1,83,82,88,46,11,Yes,Yes,7.2,70
1260,Female,8.2,63,79,51,57,16,Yes,No,5.3,66
1261,Male,6.5,66,74,66,94,21,Yes,Yes,6.6,70
1262,Male,7.5,80,82,76,90,22,No,No,5.8,78
1263,Male,6.3,85,73,75,53,13,Yes,Yes,5.4,54
1264,Female,1.9,85,73,69,72,26,Yes,Yes,6.6,66
1265,Male,7.8,80,65,48,82,23,Yes,No,6.3,69
1266,Female,7.8,94,35,43,44,10,Yes,Yes,5.5,44
1267,Male,7.4,88,87,77,81,19,Yes,Yes,5.4,82
1268,Male,7.0,90,81,86,91,19,Yes,Yes,5.2,73
1269,Female,5.7,62,77,56,45,19,Yes,No,6.2,60
1270,Male,9.5,66,76,88,94,11,Yes,Yes,7.5,75
1271,Female,8.6,80,75,61,77,22,Yes,Yes,7.3,79
1272,Male,6.8,69,50,72,50,23,Yes,Yes,6.8,58
1273,Female,2.5,78,72,69,83,30,Yes,Yes,6.5,76
1274,Female,9.6,70,66,70,97,26,Yes,No,6.7,78
1275,Female,7.6,78,70,86,85,17,Yes,Yes,6.5,70
1276,Female,5.5,81,69,66,76,18,Yes,Yes,5.7,68
1277,Female,7.7,85,82,97,74,22,Yes,Yes,6.8,81
1278,Female,6.4,83,75,75,62,30,Yes,Yes,7.4,75
1279,Female,3.0,74,80,85,59,14,Yes,No,7.0,65
1280,Female,6.8,57,59,85,53,16,Yes,Yes,7.2,61
1281,Male,2.2,79,81,82,44,16,Yes,No,7.3,64
1282,Female,2.5,87,90,55,63,21,Yes,Yes,7.5,71
1283,Male,8.8,83,40,41,82,25,Yes,Yes,6.5,69
1284,Female,7.9,52,58,65,56,17,Yes,No,7.1,57
1285,Female,7.7,79,80,86,57,26,Yes,Yes,6.5,84
1286,Male,4.9,75,44,72,84,22,Yes,No,7.1,58
1287,Female,6.0,93,92,75,51,23,Yes,No,7.1,76
1288,Female,3.7,80,49,77,70,19,Yes,Yes,6.2,62
1289,Male,7.2,84,49,74,80,18,Yes,Yes,6.6,66
1290,Male,9.8,73,64,59,68,21,Yes,No,6.5,67
1291,Male,9.9,75,73,47,76,18,Yes,Yes,7.8,70
1292,Female,5.8,60,82,77,83,10,Yes,Yes,6.6,65
1293,Male,6.3,82,77,73,89,19,Yes,Yes,5.9,71
1294,Male,7.3,99,91,86,74,18,Yes,Yes,7.3,83
1295,Male,4.6,64,78,99,66,29,Yes,No,7.1,79
1296,Female,8.8,55,81,63,73,21,Yes,Yes,5.5,69
1297,Female,6.2,65,61,48,88,16,Yes,Yes,4.4,62
1298,Male,6.5,95,48,85,69,22,Yes,Yes,6.7,69
1299,Female,1.6,75,82,60,96,11,Yes,Yes,7.0,67
1300,Female,6.2,90,50,56,59,19,Yes,Yes,5.5,61
1301,Male,8.5,92,49,100,68,10,Yes,No,6.8,63
1302,Female,8.5,87,41,88,48,18,Yes,Yes,6.9,61
1303,Female,3.4,89,66,73,66,13,Yes,No,6.3,63
1304,Male,6.5,81,74,86,74,24,Yes,No,7.1,78
1305,Female,4.3,61,69,60,84,21,Yes,Yes,5.9,65
1306,Female,2.8,65,92,83,32,17,No,Yes,7.6,66
1307,Male,2.9,84,67,55,74,21,Yes,Yes,4.6,66
1308,Male,4.2,85,74,95,50,29,Yes,Yes,7.5,74
1309,Female,8.6,70,56,86,72,27,Yes,No,5.2,74
1310,Female,6.4,81,62,82,72,13,Yes,No,6.9,65
1311,Female,4.9,74,60,83,73,17,Yes,Yes,7.2,65
1312,Male,3.2,88,59,64,38,26,Yes,No,5.2,63
1313,Male,6.2,61,59,72,94,23,Yes,No,6.4,72
1314,Female,2.1,53,77,79,79,21,No,No,4.9,68
1315,Male,7.7,63,66,64,75,22,Yes,Yes,6.5,73
1316,Female,6.7,80,77,98,39,16,Yes,Yes,6.8,69
1317,Female,7.8,93,59,72,53,29,Yes,Yes,5.2,73
1318,Male,7.9,66,64,98,38,24,Yes,No,6.9,69
1319,Male,2.3,61,62,93,85,29,Yes,Yes,5.7,72
1320,Female,5.2,84,78,90,74,26,Yes,Yes,7.4,78
1321,Female,2.3,72,77,81,83,10,Yes,Yes,4.6,62
1322,Male,4.9,80,82,77,65,21,Yes,Yes,4.5,71
1323,Female,7.3,88,38,61,72,21,Yes,Yes,4.2,57
1324,Female,4.3,99,71,93,44,27,Yes,No,5.0,77
1325,Male,8.4,93,91,49,76,10,Yes,Yes,6.0,67
1326,Male,6.2,62,52,46,96,20,Yes,Yes,5.6,58
1327,Male,7.3,58,63,69,51,25,Yes,Yes,5.3,68
1328,Female,9.2,51,55,75,53,23,Yes,Yes,5.9,67
1329,Female,5.1,81,78,81,63,17,Yes,Yes,7.8,72
1330,Female,1.6,83,74,45,93,17,Yes,Yes,7.4,66
1331,Male,5.1,50,45,51,71,22,Yes,Yes,6.3,56
1332,Female,9.5,85,68,75,60,22,Yes,Yes,5.2,69
1333,Male,3.1,69,58,56,57,23,Yes,Yes,7.3,60
1334,Female,6.8,73,68,65,83,24,Yes,Yes,7.4,71
1335,Male,9.1,83,36,85,74,13,Yes,No,7.9,66
1336,Female,7.0,83,48,83,66,22,Yes,No,5.9,65
1337,Male,7.2,61,33,42,75,17,Yes,Yes,7.2,51
1338,Female,10.0,89,76,79,64,26,Yes,Yes,7.8,80
1339,Female,5.7,64,93,82,59,21,Yes,No,7.0,76
1340,Male,7.1,66,40,63,87,22,Yes,Yes,6.2,61
1341,Male,2.6,73,51,83,88,26,Yes,No,7.7,66
1342,Female,5.2,80,48,76,34,15,Yes,No,7.0,55
1343,Female,6.5,75,76,62,82,22,Yes,Yes,7.3,74
1344,Male,7.3,90,37,68,73,24,Yes,Yes,6.7,63
1345,Male,5.6,75,70,68,88,22,Yes,No,4.7,68
1346,Male,4.7,79,69,82,78,23,Yes,Yes,7.4,73
1347,Male,1.2,86,47,66,46,10,Yes,Yes,6.1,43
1348,Male,3.3,95,94,61,78,22,Yes,Yes,4.1,68
1349,Female,7.5,89,51,56,83,21,Yes,Yes,7.7,65
1350,Male,6.4,91,56,73,57,20,Yes,No,7.7,65
1351,Female,4.3,89,80,49,93,24,Yes,No,5.3,73
1352,Male,3.1,79,46,41,79,26,Yes,No,6.9,64
1353,Male,7.2,90,56,87,62,22,Yes,Yes,5.0,71
1354,Male,9.0,83,58,87,93,23,Yes,Yes,6.7,76
1355,Male,1.8,66,65,41,51,22,Yes,Yes,6.6,55
1356,Female,9.0,92,58,40,87,21,Yes,Yes,6.5,65
1357,Female,4.3,76,74,90,75,25,Yes,Yes,6.8,74
1358,Male,9.8,76,42,99,80,28,Yes,No,5.3,73
1359,Male,7.3,71,56,76,74,29,Yes,No,7.9,75
1360,Female,6.3,95,75,44,82,22,Yes,Yes,7.4,69
1361,Female,9.4,93,88,81,74,22,Yes,Yes,6.2,83
1362,Male,8.7,90,52,58,83,21,Yes,Yes,6.2,73
1363,Male,3.6,68,52,86,85,22,Yes,Yes,5.1,64
1364,Male,7.4,51,94,91,34,19,Yes,No,7.9,74
1365,Male,9.7,61,70,40,72,15,Yes,Yes,5.2,64
1366,Female,4.8,78,64,55,50,26,Yes,No,6.3,62
1367,Female,9.4,59,74,57,43,16,Yes,Yes,7.1,64
1368,Male,9.6,81,76,78,82,22,Yes,Yes,7.7,80
1369,Female,8.5,56,89,87,87,25,Yes,No,6.2,82
1370,Female,1.5,86,42,61,86,19,Yes,Yes,6.5,55
1371,Male,3.1,89,35,63,74,22,Yes,Yes,7.3,58
1372,Female,5.4,53,67,57,76,26,Yes,Yes,7.4,69
1373,Female,6.4,96,68,87,56,24,Yes,Yes,6.2,77
1374,Female,6.7,84,70,92,79,26,Yes,No,5.2,80
1375,Female,6.9,80,72,65,90,22,Yes,Yes,7.9,82
1376,Male,4.0,56,69,75,84,21,Yes,No,6.5,65
1377,Male,4.3,68,78,69,80,13,Yes,Yes,5.4,66
1378,Male,9.9,58,76,93,85,21,Yes,Yes,4.4,77
1379,Male,7.6,81,61,77,80,19,Yes,No,4.5,75
1380,Female,2.1,70,47,55,78,26,Yes,Yes,5.3,56
1381,Female,5.8,56,80,88,73,19,Yes,Yes,6.9,69
1382,Female,2.9,67,58,73,55,21,Yes,Yes,6.4,57
1383,Male,6.6,66,80,95,70,21,Yes,Yes,7.3,70
1384,Female,6.4,98,89,40,55,16,Yes,Yes,7.0,66
1385,Female,6.6,68,51,57,49,19,Yes,No,6.9,55
1386,Male,6.5,88,81,68,97,21,Yes,Yes,7.9,79
1387,Female,2.3,93,82,57,42,19,Yes,Yes,7.8,65
1388,Male,8.6,74,62,97,80,21,Yes,No,5.8,80
1389,Female,6.1,92,81,77,34,23,Yes,Yes,4.3,71
1390,Female,6.5,70,65,66,79,26,Yes,No,5.1,68
1391,Male,7.3,50,70,76,70,16,No,Yes,6.5,63
1392,Female,2.3,90,81,75,74,22,Yes,Yes,7.8,74
1393,Male,4.7,85,36,53,33,19,Yes,No,7.7,47
1394,Female,9.3,80,72,93,86,26,Yes,Yes,5.6,87
1395,Male,7.0,89,50,73,58,19,Yes,No,6.4,67
1396,Female,3.7,64,81,77,30,16,Yes,Yes,6.8,59
1397,Female,7.7,85,52,47,39,11,Yes,Yes,6.7,48
1398,Male,6.4,88,90,63,75,26,Yes,Yes,8.0,84
1399,Female,3.3,54,54,86,56,18,Yes,Yes,6.7,58
1400,Female,5.5,56,93,55,78,25,Yes,No,7.2,79
1401,Female,7.8,83,62,87,51,19,Yes,Yes,6.0,63
1402,Female,3.0,66,78,86,59,23,Yes,No,6.3,67
1403,Female,6.0,77,46,86,73,23,Yes,No,6.6,66
1404,Male,6.4,81,74,76,59,28,Yes,Yes,6.7,75
1405,Female,5.1,92,79,55,72,20,Yes,Yes,6.0,68
1406,Male,6.6,80,77,76,74,14,Yes,No,6.6,71
1407,Female,8.0,53,50,97,82,10,Yes,No,4.2,57
1408,Female,6.8,84,84,56,54,21,Yes,Yes,5.5,69
1409,Male,8.9,87,53,65,48,29,Yes,Yes,6.3,69
1410,Male,3.6,84,56,94,51,23,Yes,Yes,6.8,67
1411,Female,7.8,71,62,65,45,17,Yes,No,6.9,64
1412,Female,3.7,71,77,61,74,21,Yes,Yes,7.9,65
1413,Female,7.6,67,88,70,50,16,Yes,No,6.9,65
1414,Male,6.5,61,62,54,39,22,Yes,Yes,7.3,64
1415,Female,9.6,82,66,56,58,21,Yes,Yes,6.4,69
